property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
296,251,811,296,296,76,76,50818 Cooper Trace,6296,NY,Waterbury,1991,2030,Condo,5,2,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
297,650,52,297,297,507,507,5251 Clark Neck,11624,NJ,Albany,1916,1167,Townhouse,2,2,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
298,956,69,298,298,227,227,96765 Krista Hills Apt. 086,6302,NJ,Bridgeport,1977,3078,Single Family Home,4,1,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
299,874,807,299,299,906,906,52686 Christina Islands,8940,CT,Newark,1911,1312,Condo,4,3,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
300,245,710,300,300,767,767,17012 Jill Court Suite 277,6051,CT,Bridgeport,1968,876,Townhouse,3,1,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
301,184,572,301,301,179,179,96215 Brown Island,7216,NY,Newark,1934,1690,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
302,840,960,302,302,381,381,901 Woods Forks,6285,NJ,New Haven,1902,2715,Townhouse,2,1,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
303,597,438,303,303,12,12,97374 Ramirez Street Apt. 049,6205,CT,Waterbury,2009,2690,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
304,396,63,304,304,264,264,41458 Scott Keys,8577,NY,Elizabeth,1991,3065,Condo,3,2,"This luxurious 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
305,199,367,305,305,419,419,3202 Burton Forge Apt. 434,8075,NJ,Newark,2005,670,Townhouse,2,3,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
306,349,627,306,306,526,526,63053 Kevin Crest Suite 954,7786,CT,Elizabeth,1915,3498,Single Family Home,5,2,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
307,878,418,307,307,316,316,371 Gray Islands Apt. 713,8942,NY,Paterson,1900,3049,Townhouse,5,1,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
308,259,89,308,308,260,260,63937 Oscar Springs,7597,NJ,Paterson,1938,2432,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
309,168,621,309,309,626,626,1077 Wright Run Suite 050,8181,NJ,Newark,1997,1395,Single Family Home,4,2,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
310,570,221,310,310,741,741,26267 Kelley Meadow,6239,NJ,New Haven,2003,559,Townhouse,5,3,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
311,251,726,311,311,513,513,6017 Martinez Locks,7639,NJ,Newark,1977,1203,Condo,4,3,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
312,924,254,312,312,40,40,49916 Sara Springs Apt. 557,11279,CT,Albany,1958,3063,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
313,416,173,313,313,518,518,823 Ana Cliffs,6199,NJ,Hartford,1981,690,Condo,4,1,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
314,932,655,314,314,788,788,2292 Sarah Extensions,11315,NJ,New York,1901,2467,Single Family Home,3,1,"This luxurious 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
315,141,243,315,315,875,875,02660 Erickson Hills,7270,NJ,Newark,1972,3454,Condo,3,3,"This luxurious 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
316,833,373,316,316,38,38,6606 Smith Track Apt. 876,8779,CT,Trenton,1932,2275,Townhouse,3,1,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
317,768,709,317,317,766,766,83985 Mark Mall Suite 080,6082,NY,Bridgeport,1927,1084,Single Family Home,2,3,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
318,664,362,318,318,557,557,93695 Scott Forest Suite 886,14407,CT,Rochester,1906,1578,Single Family Home,3,1,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
319,646,82,319,319,333,333,202 Hannah Islands,13626,CT,Rochester,1967,1663,Apartment,5,2,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
320,696,720,320,320,5,5,94573 Jackson Mill,6144,NY,New Haven,1909,2359,Single Family Home,5,2,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
321,193,666,321,321,68,68,574 Miller Spurs Apt. 999,7220,NY,Paterson,2003,1755,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
322,804,960,322,322,946,946,415 Jonathan Ways Suite 520,11490,NY,Albany,1936,1464,Townhouse,1,3,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
323,384,165,323,323,226,226,4380 Anita Crossing Suite 563,7495,NJ,Elizabeth,2017,2399,Apartment,3,1,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
324,11,397,324,324,197,197,2119 Sara Motorway Apt. 774,10419,CT,Syracuse,2014,1559,Condo,4,1,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
325,670,551,325,325,148,148,40009 Erin Knolls Suite 237,7249,CT,Paterson,1992,3140,Condo,5,1,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
326,320,188,326,326,124,124,6033 Macdonald Mount Suite 738,7177,CT,Trenton,1923,3460,Apartment,2,3,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
327,978,478,327,327,843,843,93717 Williams Curve Suite 133,10331,CT,Rochester,2009,1156,Townhouse,3,2,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
328,817,543,328,328,140,140,7109 Wallace Roads Suite 079,12325,NY,Buffalo,1911,2803,Townhouse,1,1,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
329,211,355,329,329,937,937,7063 Kimberly Points Apt. 863,7132,NJ,Jersey City,2017,528,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
330,572,468,330,330,183,183,52749 Crane Road Suite 312,6227,NJ,New Haven,1962,3283,Condo,4,2,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
331,117,852,331,331,523,523,425 Blevins Corners Suite 113,6286,NY,New Haven,2007,626,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
332,176,544,332,332,3,3,019 James Meadows,7254,NY,Newark,1925,1255,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
333,958,869,333,333,71,71,69477 Stewart Orchard Apt. 810,6117,NY,Waterbury,2013,3172,Condo,5,3,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
334,139,234,334,334,151,151,789 Samuel Pine,8796,NJ,Trenton,2017,2884,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
335,148,844,335,335,974,974,952 Madison Trail Suite 248,7267,NY,Paterson,1990,1139,Apartment,4,1,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
336,742,8,336,336,768,768,068 John Falls,8152,NJ,Paterson,1963,2011,Single Family Home,5,3,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
337,78,70,337,337,818,818,71617 Amy Pass,7444,NY,Newark,1996,1478,Townhouse,1,3,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
338,186,334,338,338,323,323,2395 Shannon Road,8744,NJ,Jersey City,1947,2120,Single Family Home,4,1,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
339,964,959,339,339,146,146,52712 Lisa Well Suite 172,7475,NY,Paterson,1939,3164,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
340,549,483,340,340,501,501,92942 John Meadow Apt. 040,13134,CT,Rochester,1921,2322,Single Family Home,2,1,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
341,516,431,341,341,897,897,9053 Jennifer Brooks Apt. 542,12915,NY,Syracuse,2020,1870,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
342,420,545,342,342,554,554,718 Cynthia Plaza,8826,CT,Newark,1905,2276,Townhouse,3,2,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
343,968,33,343,343,630,630,8530 Perez Plains Apt. 165,7914,NJ,Trenton,1930,1911,Townhouse,4,1,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
344,759,541,344,344,22,22,2895 Kennedy Cove Apt. 770,6142,CT,Bridgeport,1918,2924,Apartment,1,2,"This charming 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
345,843,13,345,345,303,303,9136 Perkins Plaza,6040,NJ,Stamford,1940,1591,Apartment,5,1,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
346,85,94,346,346,575,575,703 Guzman Ford,14708,CT,Albany,2014,1924,Single Family Home,2,2,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
347,861,75,347,347,395,395,68578 Barker Loop Apt. 195,6284,CT,Hartford,1972,3231,Condo,5,2,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
348,585,56,348,348,925,925,7613 Ferguson Union,14680,NJ,Buffalo,1948,663,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
349,9,842,349,349,649,649,99170 Debra Prairie Apt. 246,6367,NY,Hartford,1973,2079,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
350,466,306,350,350,34,34,485 James Fork Apt. 035,6056,NY,Stamford,1939,3489,Single Family Home,3,1,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
351,978,508,351,351,565,565,7908 Christensen Curve Apt. 960,7743,NY,Paterson,1962,3018,Single Family Home,4,3,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
352,381,20,352,352,172,172,83538 Harrington Unions,7899,CT,Paterson,1961,3288,Single Family Home,4,1,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
353,710,215,353,353,426,426,8244 Mccann Ridges,6384,NY,Waterbury,1904,1093,Townhouse,1,3,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
354,992,408,354,354,474,474,38068 Troy Route Apt. 248,14192,NJ,Rochester,2012,2062,Condo,5,3,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
355,222,543,355,355,839,839,7115 Williams Manors Suite 438,11220,NJ,Albany,2016,1104,Condo,5,2,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
356,956,957,356,356,515,515,08212 Roberts Courts,13470,CT,Albany,1901,2980,Condo,3,1,"This luxurious 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
357,721,437,357,357,965,965,239 Peter Junctions Apt. 579,10289,CT,Albany,1914,1715,Apartment,1,1,"This charming 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
358,442,782,358,358,896,896,8012 Gavin Prairie,6321,NJ,Stamford,1922,758,Single Family Home,3,2,"This luxurious 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
359,373,499,359,359,652,652,733 Flynn Drive Apt. 016,6347,CT,Waterbury,2003,3122,Townhouse,3,3,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
360,855,800,360,360,67,67,8327 Savannah Harbor Suite 754,6196,NY,New Haven,1905,2534,Townhouse,5,3,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
361,740,187,361,361,313,313,70693 Michael Dale Suite 028,14314,NY,Rochester,1914,3426,Townhouse,5,3,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
362,563,253,362,362,522,522,266 Ethan Alley Suite 781,6280,NJ,Bridgeport,1927,1362,Single Family Home,2,1,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
363,868,657,363,363,944,944,16361 Benjamin Burgs Suite 510,14787,NJ,Rochester,1915,1133,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
364,593,787,364,364,645,645,9954 Aaron Isle Apt. 096,8171,NJ,Paterson,1991,1694,Single Family Home,3,1,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
365,118,898,365,365,772,772,9013 Holly Row,6198,NJ,New Haven,1951,2127,Apartment,5,3,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
366,412,16,366,366,485,485,383 Keller Well,14580,NY,Albany,1928,2335,Single Family Home,3,1,"This charming 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
367,609,673,367,367,856,856,674 Andrew Rest Suite 002,7300,NY,Jersey City,1922,532,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
368,304,79,368,368,149,149,884 Brenda Greens Apt. 188,6208,NJ,Hartford,2001,2794,Single Family Home,1,1,"This charming 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
369,451,842,369,369,230,230,83849 Swanson Lane Apt. 448,12842,NY,Buffalo,1945,538,Townhouse,1,3,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
370,12,775,370,370,35,35,889 Fields Crossroad,7477,NJ,Paterson,1914,3413,Townhouse,2,3,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
371,83,756,371,371,327,327,1626 James Vista Apt. 998,6203,NJ,New Haven,1907,2076,Condo,2,3,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
372,217,880,372,372,823,823,0854 Ashley Haven Apt. 596,12737,NJ,Albany,1961,1290,Townhouse,5,1,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
373,537,196,373,373,614,614,3612 Castro Island Suite 667,8098,NY,Elizabeth,2009,1490,Condo,5,1,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
374,129,71,374,374,278,278,58754 Regina Common,7306,CT,Trenton,1966,2336,Apartment,2,1,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
375,622,887,375,375,805,805,00604 Powell Grove,8973,NY,Trenton,1924,2459,Apartment,3,1,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
376,445,208,376,376,302,302,32901 Dustin Park,10378,CT,Syracuse,1903,1328,Condo,2,3,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
377,201,734,377,377,678,678,474 Christina Street,7540,NY,Paterson,1901,3048,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
378,88,854,378,378,213,213,52844 Long Underpass,7888,CT,Trenton,2000,813,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
379,514,180,379,379,610,610,930 Patricia Vista,8864,CT,Newark,1960,1399,Apartment,5,3,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
380,252,843,380,380,566,566,85557 Mendoza Inlet Suite 662,6141,NJ,Hartford,1924,2882,Townhouse,5,2,"This luxurious 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
381,350,187,381,381,77,77,33227 John Turnpike Suite 572,14596,NY,Syracuse,1912,2020,Townhouse,4,1,"This luxurious 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
382,48,974,382,382,754,754,422 Joshua Pass Suite 303,6386,NJ,New Haven,1987,3176,Townhouse,1,2,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
383,615,860,383,383,804,804,275 Smith Overpass,8022,NJ,Paterson,1938,935,Apartment,4,2,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
